Date,SP500,DAX,KOSPI,NIKKEI,HSCEI,GOLD
2023-12-01,4594.6298828125,16397.51953125,2505.010009765625,33431.51171875,5761.72998046875,192.00999450683594
2023-12-04,4569.77978515625,16404.759765625,2514.949951171875,33231.26953125,5703.330078125,187.86000061035156
2023-12-05,4567.18017578125,16533.109375,2494.280029296875,32775.8203125,5609.6298828125,187.14999389648438
2023-12-06,4549.33984375,16656.439453125,2495.3798828125,33445.8984375,5663.919921875,187.83999633789062
2023-12-07,4585.58984375,16628.990234375,2492.070068359375,32858.30859375,5615.7998046875,188.14999389648438
2023-12-08,4604.3701171875,16759.220703125,2517.85009765625,32307.859375,5598.16015625,185.63999938964844
2023-12-11,4622.43994140625,16794.4296875,2525.360107421875,32791.80078125,5532.490234375,183.58999633789062
2023-12-12,4643.7001953125,16791.740234375,2535.27001953125,32843.69921875,5614.5,183.49000549316406
2023-12-13,4707.08984375,16766.05078125,2510.659912109375,32926.3515625,5550.89990234375,187.6300048828125
2023-12-14,4719.5498046875,16752.23046875,2544.179931640625,32686.25,5573.52978515625,188.72999572753906
2023-12-15,4719.18994140625,16751.439453125,2563.56005859375,32970.55078125,5700.39013671875,187.0
2023-12-18,4740.56005859375,16650.55078125,2566.860107421875,32758.98046875,5634.419921875,187.85000610351562
2023-12-19,4768.3701171875,16744.41015625,2568.550048828125,33219.390625,5592.759765625,189.1300048828125
2023-12-20,4698.35009765625,16733.05078125,2614.300048828125,33675.94140625,5612.64990234375,188.10000610351562
2023-12-21,4746.75,16687.419921875,2600.02001953125,33140.46875,5619.91015625,189.42999267578125
2023-12-22,4754.6298828125,16706.1796875,2599.510009765625,33169.05078125,5488.990234375,190.27000427246094
2023-12-27,4781.580078125,16742.0703125,2613.5,33681.23828125,5603.7001953125,192.58999633789062
2023-12-28,4783.35009765625,16701.55078125,2655.280029296875,33539.62109375,5764.77001953125,191.47000122070312
2024-01-04,4688.68017578125,16617.2890625,2587.02001953125,33288.2890625,5649.22998046875,189.32000732421875
2024-01-05,4697.240234375,16594.2109375,2578.080078125,33377.421875,5606.97998046875,189.35000610351562
2024-01-09,4756.5,16688.359375,2561.239990234375,33763.1796875,5449.759765625,187.92999267578125
2024-01-10,4783.4501953125,16689.810546875,2541.97998046875,34441.71875,5421.22998046875,187.5
2024-01-11,4780.240234375,16547.029296875,2540.27001953125,35049.859375,5494.47998046875,187.8699951171875
2024-01-12,4783.830078125,16704.560546875,2525.050048828125,35577.109375,5481.93994140625,189.7100067138672
2024-01-16,4765.97998046875,16571.6796875,2497.590087890625,35619.1796875,5343.2998046875,187.91000366210938
2024-01-17,4739.2099609375,16431.689453125,2435.89990234375,35477.75,5132.81982421875,185.83999633789062
2024-01-18,4780.93994140625,16567.349609375,2440.0400390625,35466.171875,5172.0498046875,187.3699951171875
2024-01-19,4839.81005859375,16555.130859375,2472.739990234375,35963.26953125,5127.240234375,187.92999267578125
2024-01-22,4850.43017578125,16683.359375,2464.35009765625,36546.94921875,5001.9501953125,187.22000122070312
